ph,ph_s,wt,wt_s,ec,ec_s,status
4.33,2,25.98,1,1.32,0,210
3.45,2,19.86,0,2.07,0,200
6.81,1,26.5,1,1.64,0,110
2.27,2,21.29,0,7.59,1,201
4.44,2,11.96,2,0.68,2,222
8.17,1,66.02,1,8.26,1,111
5.84,0,20,0,1.84,0,0
0.84,2,13.08,2,0.67,2,222
6.81,1,26.5,1,1.63,0,110
8.6,1,20.96,0,0.96,2,102
3.8,2,6.06,2,2.37,0,220
6.78,1,26.5,1,1.64,0,110
5.99,0,16.69,2,0.21,2,22
0.11,2,19.59,0,5.3,1,201
13.97,1,4.17,2,0.44,2,122
4.09,2,46.57,1,0,2,212
5.6,0,19.98,0,0.64,2,2
6.76,1,26.5,1,1.64,0,110
6.07,0,8.72,2,0.88,2,22
6.1,0,88.47,1,0.39,2,12
5.89,0,85.85,1,8.9,1,11
2.15,2,20.34,0,1.95,0,200
8.83,1,18.33,0,0.63,2,102
6.18,0,14.5,2,5,1,21
6.73,1,27,1,1.86,0,110
5.78,0,1.22,2,3.56,1,21
3.2,2,19.06,0,0.27,2,202
6.81,1,26.5,1,1.62,0,110
5.88,0,19,0,1.42,0,0
7.59,1,61.4,1,3.24,1,111
5.97,0,56.11,1,0.19,2,12
6.82,1,27,1,1.63,0,110
0.65,2,39.14,1,2.32,0,210
3.32,2,17.03,2,2.84,1,221
12.69,1,13.54,2,1.29,0,120
11.41,1,14.67,2,2.21,0,120
7.52,1,21.56,0,1.13,2,102
11.66,1,47.59,1,4.29,1,111
0.34,2,19.31,0,4.58,1,201
5.91,0,21.4,0,9.69,1,1
10.92,1,43.62,1,7.63,1,111
3,2,19.17,0,1.91,0,200
4.96,2,8.61,2,0.87,2,222
5.66,0,19.93,0,0.02,2,2
2.53,2,16.56,2,2.39,0,220
6.78,1,26.5,1,2.05,0,110
6.83,1,26.5,1,1.63,0,110
4.34,2,18.53,0,5.16,1,201
5.45,2,10.5,2,2.87,1,221
10.09,1,13.26,2,1.47,0,120
5.67,0,83.21,1,8.78,1,11
8.43,1,21.71,0,1.37,0,100
5.42,2,1.95,2,2.89,1,221
6.8,1,26.5,1,1.64,0,110
10.12,1,20.27,0,6.75,1,101
6.01,0,34.98,1,1.79,0,10
10.01,1,21.68,0,6.91,1,101
6.79,1,26.5,1,2.01,0,110
6.27,1,18.22,0,1.7,0,100
2.33,2,89.98,1,1.27,0,210
6.76,1,27,1,1.7,0,110
3.19,2,20.03,0,4.41,1,201
6.8,1,27,1,1.7,0,110
5.89,0,19.9,0,6.51,1,1
8.42,1,46.67,1,9.14,1,111
10.32,1,19.83,0,0.19,2,102
5.1,2,10.14,2,0.65,2,222
5.95,0,21.5,0,0.99,2,2
6.78,1,26.5,1,2.04,0,110
5.53,0,21.55,0,0.38,2,2
6.68,1,27,1,1.98,0,110
5.85,0,86.31,1,0.85,2,12
9.78,1,95.22,1,9.76,1,111
2.07,2,12.61,2,5.28,1,221
6.13,0,18.71,0,0.19,2,2
6.05,0,0.55,2,1.24,0,20
10.02,1,18.41,0,2.25,0,100
6.76,1,26.5,1,2.02,0,110
6.75,1,26,1,1.64,0,110
0.47,2,88.07,1,0.91,2,212
5.5,0,21.05,0,5.34,1,1
3.13,2,0.26,2,1.98,0,220
2.33,2,1.49,2,1.31,0,220
7.05,1,21.28,0,2.12,0,100
5.95,0,42.54,1,2.35,0,10
1.18,2,46.25,1,2.18,0,210
0.58,2,13.68,2,0.25,2,222
1.83,2,18.72,0,1.4,0,200
6.76,1,26.5,1,1.71,0,110
5.88,0,53.4,1,7.9,1,11
6.11,0,20.87,0,8.14,1,1
5.63,0,20.73,0,5.24,1,1
12.35,1,23.24,1,0.22,2,112
9.28,1,17.72,2,0.19,2,122
12.19,1,20.39,0,2.47,0,100
2.14,2,9.53,2,6.84,1,221
6.01,0,18.46,0,2.71,1,1
5.64,0,21.5,0,2.09,0,0
6.07,0,22,0,1.49,0,0
6.78,1,26.5,1,1.64,0,110
1.94,2,4.73,2,1.53,0,220
6.83,1,26.5,1,1.64,0,110
12.49,1,8.08,2,0.61,2,122
5.52,0,46.96,1,3.48,1,11
6.06,0,80.72,1,1.59,0,10
6.79,1,26.5,1,1.62,0,110
0.14,2,5.49,2,5.77,1,221
9.29,1,51.67,1,8.64,1,111
6.78,1,26.5,1,1.71,0,110
5.99,0,10.23,2,1.05,2,22
6.8,1,26.5,1,1.72,0,110
5.97,0,19.76,0,0.83,2,2
11.21,1,0.68,2,0.42,2,122
5.95,0,98.98,1,9.71,1,11
8.77,1,19.32,0,0.67,2,102
11.41,1,19.45,0,2.24,0,100
6.84,1,27,1,1.62,0,110
6.84,1,27,1,1.63,0,110
6.8,1,26.5,1,1.63,0,110
13.61,1,14.47,2,1.22,0,120
6.7,1,27,1,1.97,0,110
11.64,1,21.53,0,3.54,1,101
5.51,0,53.06,1,1.4,0,10
6.78,1,26.5,1,1.99,0,110
6.17,0,69.74,1,1.19,2,12
6.73,1,27,1,2.01,0,110
6.02,0,4.14,2,8.27,1,21
6.77,1,26,1,1.64,0,110
5.96,0,38.96,1,6.59,1,11
4.28,2,21.11,0,7.38,1,201
5.75,0,9.28,2,1.42,0,20
5.66,0,14.17,2,1.7,0,20
5.69,0,19.09,0,4.04,1,1
5.44,2,21.39,0,2.43,0,200
12.73,1,21.17,0,0.97,2,102
6.82,1,26.5,1,1.63,0,110
6.84,1,27,1,1.63,0,110
5.92,0,18.92,0,4.02,1,1
1.88,2,61.61,1,1.88,0,210
6.81,1,27,1,1.7,0,110
6.11,0,19.23,0,6.57,1,1
6.79,1,26,1,1.64,0,110
6.01,0,16.48,2,8.98,1,21
6.02,0,18.15,0,6.05,1,1
1.13,2,16.54,2,8.88,1,221
5.57,0,21.1,0,1.17,2,2
12.18,1,47.86,1,0.56,2,112
1.19,2,15.85,2,1.14,2,222
5.69,0,25.19,1,0.13,2,12
0.41,2,79.97,1,0.27,2,212
6.77,1,27,1,1.92,0,110
11.78,1,20.71,0,2.06,0,100
0.22,2,9.13,2,1.81,0,220
2.03,2,73.31,1,0.08,2,212
9.03,1,12.03,2,0.65,2,122
9.23,1,16.34,2,0.39,2,122
3.89,2,95.02,1,0.3,2,212
8.47,1,20.91,0,5.92,1,101
11.76,1,20.94,0,1.6,0,100
5.66,0,20,0,2.41,0,0
6.74,1,27,1,2.01,0,110
5.63,0,56.16,1,0.12,2,12
6.77,1,26.5,1,1.71,0,110
9.21,1,46.86,1,4.48,1,111
6.78,1,26.5,1,1.64,0,110
6.57,1,20.34,0,6.32,1,101
5.59,0,72.81,1,1.91,0,10
5.96,0,42.44,1,1.11,2,12
12.76,1,13.51,2,0.67,2,122
2.37,2,75.35,1,6.76,1,211
6.03,0,13.13,2,9.09,1,21
6.16,0,4.76,2,8.09,1,21
5.57,0,49.81,1,0.93,2,12
0.7,2,15.21,2,2.3,0,220
1.85,2,18.03,0,0.93,2,202
6.67,1,27,1,1.98,0,110
5.41,2,3.6,2,7.92,1,221
5.52,0,16.46,2,3.53,1,21
2.95,2,21.59,0,2.5,0,200
4.22,2,21.05,0,0.3,2,202
6.85,1,26.5,1,1.63,0,110
1.44,2,30.47,1,1.89,0,210
5.47,2,3.22,2,2.89,1,221
6.76,1,26.5,1,1.67,0,110
6.12,0,4.65,2,6.2,1,21
6.79,1,26.5,1,1.63,0,110
5.51,0,17.15,2,2.03,0,20
5.81,0,7.51,2,0.24,2,22
9.3,1,15.45,2,7.23,1,121
11.62,1,98.03,1,1.04,2,112
4.29,2,19.87,0,0.18,2,202
1.49,2,16.28,2,3.12,1,221
4.76,2,2.59,2,6.5,1,221
3.73,2,10.78,2,1.46,0,220
6.79,1,26.5,1,1.62,0,110
0.14,2,95.24,1,7.08,1,211
12.44,1,0.45,2,5.49,1,121
0.92,2,83.43,1,7.57,1,211
8.55,1,21.5,0,2.34,0,100
10.27,1,18.8,0,5.25,1,101
5.63,0,90.89,1,7.06,1,11
6.79,1,27,1,1.7,0,110
5.78,0,21.42,0,0.89,2,2
6.7,1,27,1,1.99,0,110
3.64,2,21.43,0,1.67,0,200
5.89,0,8.15,2,0.32,2,22
6.81,1,27,1,1.63,0,110
5.69,0,21,0,1.92,0,0
5.99,0,83.99,1,1.57,0,10
3.36,2,14.44,2,1.53,0,220
6.85,1,26.5,1,1.63,0,110
5.61,0,15.38,2,5.34,1,21
6.8,1,26.5,1,1.64,0,110
6.77,1,26.5,1,1.71,0,110
3.18,2,11.66,2,2.56,1,221
6.65,1,54.7,1,0.53,2,112
3.69,2,20.47,0,1.67,0,200
1.44,2,19.99,0,2.11,0,200
6.8,1,26.5,1,1.65,0,110
7.78,1,16.14,2,2.96,1,121
3.74,2,21.29,0,7.17,1,201
5.57,0,30.63,1,0.95,2,12
11.66,1,56.95,1,8.87,1,111
5.58,0,34.51,1,9.06,1,11
6.82,1,27,1,1.7,0,110
1.62,2,13.65,2,2.08,0,220
6.78,1,26.5,1,1.62,0,110
2.25,2,11.52,2,1.11,2,222
6.85,1,26.5,1,1.64,0,110
5.74,0,13.52,2,0.33,2,22
5.9,0,20.19,0,0.34,2,2
14,1,20.46,0,6.26,1,101
6.16,0,0.76,2,1.18,2,22
6.37,1,3.23,2,0.21,2,122
6.78,1,27,1,1.89,0,110
9.14,1,7.64,2,0.44,2,122
5.91,0,18.61,0,7.84,1,1
6.13,0,8.74,2,0.87,2,22
5.94,0,75.88,1,2.24,0,10
5.84,0,14.03,2,1.45,0,20
5.69,0,19,0,1.95,0,0
6.09,0,96.75,1,8.43,1,11
5.75,0,44.11,1,1.3,0,10
10.58,1,19.33,0,2.44,0,100
5.9,0,21.22,0,0.82,2,2
0.32,2,2.09,2,5.82,1,221
5.52,0,20.27,0,8.18,1,1
11.28,1,0.67,2,2.17,0,120
6.09,0,36.78,1,2.16,0,10
7.46,1,28.03,1,0.4,2,112
4.17,2,18.62,0,7.35,1,201
4.7,2,20.03,0,6.41,1,201
3.67,2,53.94,1,2.33,0,210
3.61,2,20.07,0,0.33,2,202
9.02,1,0.49,2,0.64,2,122
6.83,1,26.5,1,1.63,0,110
7.71,1,12.88,2,1.99,0,120
5.05,2,52.43,1,3.93,1,211
5.53,0,16.12,2,4.48,1,21
5.62,0,13,2,0.44,2,22
6.77,1,26.5,1,1.78,0,110
1.52,2,19.6,0,1.68,0,200
0.36,2,58.78,1,9.22,1,211
0.64,2,9.63,2,2.19,0,220
6.82,1,27,1,1.7,0,110
13.49,1,7.59,2,0.46,2,122
6.02,0,6.03,2,7.83,1,21
6,0,9.83,2,2.2,0,20
6.09,0,21.95,0,4.81,1,1
6.08,0,3.79,2,1.89,0,20
2.95,2,3.06,2,9.87,1,221
6.78,1,26.5,1,1.62,0,110
6.73,1,26.5,1,2.04,0,110
8.69,1,29.05,1,6.48,1,111
3.17,2,19.43,0,0.47,2,202
5.82,0,96.97,1,2.33,0,10
5.98,0,85.42,1,2.75,1,11
6.8,1,26,1,1.64,0,110
6.84,1,27,1,1.62,0,110
6.14,0,92.22,1,3.06,1,11
2.96,2,79.08,1,0.84,2,212
5.64,0,18.52,0,0.73,2,2
5.92,0,13.23,2,1.32,0,20
6.85,1,27,1,1.62,0,110
1.91,2,75.67,1,0.46,2,212
5.83,0,4.28,2,2.25,0,20
10.92,1,18.5,0,1.86,0,100
6.08,0,15.46,2,0.68,2,22
13.96,1,73.31,1,7.53,1,111
6.03,0,18.8,0,0.41,2,2
1.23,2,83.13,1,0.08,2,212
3.44,2,19.72,0,2.11,0,200
5.95,0,75.07,1,2.06,0,10
5.75,0,19,0,2.41,0,0
13.02,1,65.38,1,0.85,2,112
5.88,0,17.89,2,5.2,1,21
5.91,0,42.97,1,0.34,2,12
6.76,1,26.5,1,1.62,0,110
5.97,0,19,0,1.83,0,0
0.14,2,3.44,2,0.53,2,222
6.77,1,27,1,1.7,0,110
2.04,2,15.49,2,1.38,0,220
10.65,1,2.69,2,2.48,0,120
6.81,1,26.5,1,1.63,0,110
1.83,2,21.85,0,9.52,1,201
5.51,0,40.09,1,4.99,1,11
6,0,20,0,1.83,0,0
3.93,2,21.03,0,0.9,2,202
6.75,1,26.5,1,1.62,0,110
5.04,2,11.44,2,1.31,0,220
4.58,2,19.68,0,9.48,1,201
3.83,2,2.67,2,3.96,1,221
5.56,0,30.78,1,0.18,2,12
0.09,2,18.6,0,2.06,0,200
4.75,2,26.09,1,9.91,1,211
6.7,1,27,1,2,0,110
6.83,1,26.5,1,1.64,0,110
5.96,0,59.92,1,1.4,0,10
5.91,0,20,0,1.96,0,0
6.77,1,26,1,1.64,0,110
6.77,1,27,1,2.04,0,110
4.14,2,25,1,2.93,1,211
12.36,1,18.89,0,3.63,1,101
5.52,0,72.24,1,1.18,2,12
6.84,1,27,1,1.63,0,110
3.52,2,9.68,2,0.94,2,222
12.21,1,18.08,0,2.37,0,100
6.75,1,27,1,1.91,0,110
5.82,0,15.32,2,2.42,0,20
4.93,2,19.05,0,4.83,1,201
2.12,2,5.28,2,9.97,1,221
6.85,1,27,1,1.62,0,110
4.71,2,48.55,1,0.14,2,212
5.66,0,21.43,0,6.63,1,1
6.12,0,10.73,2,8.11,1,21
5.98,0,19,0,1.47,0,0
6.81,1,26.5,1,1.64,0,110
0.26,2,8.19,2,1.81,0,220
13.87,1,82.52,1,0.5,2,112
6.2,0,64.46,1,0.92,2,12
1.13,2,19.3,0,0.02,2,202
9.03,1,19.83,0,5.98,1,101
5.21,2,1.5,2,2.26,0,220
6.78,1,26.5,1,2.01,0,110
5.8,0,18.51,0,4.97,1,1
6.82,1,26.5,1,1.63,0,110
6.16,0,19.29,0,3.3,1,1
6.83,1,26.5,1,1.63,0,110
1.68,2,17.9,2,2.29,0,220
5.57,0,8.21,2,6.69,1,21
6.14,0,20.03,0,6.26,1,1
3.3,2,75.19,1,8.33,1,211
11.65,1,11.04,2,0.63,2,122
6.8,1,26.5,1,2.01,0,110
4.95,2,19.3,0,6.43,1,201
5.54,0,7.45,2,1.21,0,20
5.74,0,15.65,2,6.86,1,21
6.97,1,24.24,1,5.6,1,111
8.1,1,20.14,0,1.69,0,100
6.03,0,6.1,2,1.39,0,20
13.79,1,10.32,2,8.61,1,121
5.66,0,23.82,1,2.03,0,10
6.72,1,26.5,1,2.05,0,110
2.96,2,5.07,2,0.26,2,222
5.51,0,21.22,0,0.93,2,2
5.68,0,18,0,2.06,0,0
8.52,1,90.1,1,5.17,1,111
0.7,2,20.9,0,0.86,2,202
6.79,1,27,1,1.89,0,110
2.51,2,26.94,1,0.43,2,212
6.12,0,17.53,2,4.78,1,21
6.8,1,26.5,1,1.72,0,110
2.3,2,1.81,2,1.82,0,220
6.01,0,10.13,2,0.45,2,22
1.21,2,7.71,2,0.3,2,222
11.56,1,19.74,0,2.42,0,100
6.82,1,26.5,1,1.64,0,110
3.57,2,0.47,2,1.79,0,220
5.52,0,82.84,1,9.51,1,11
0.94,2,20.49,0,8.36,1,201
8.33,1,19.84,0,1.01,2,102
5.71,0,69.43,1,4.92,1,11
0.5,2,74.81,1,0.41,2,212
6.47,1,21.85,0,1.19,2,102
5.62,0,6.27,2,4.76,1,21
3.45,2,53.47,1,0.56,2,212
5.65,0,20.47,0,1,2,2
11.09,1,18.5,0,0.41,2,102
6.78,1,26.5,1,1.64,0,110
6.81,1,27,1,1.7,0,110
6.78,1,26.5,1,1.63,0,110
5.92,0,11.54,2,0.21,2,22
11.73,1,5.44,2,0.42,2,122
6.77,1,26.5,1,1.71,0,110
5.69,0,12.88,2,0.63,2,22
6.06,0,8.34,2,8.91,1,21
5.85,0,16.37,2,0.12,2,22
4.2,2,6.91,2,6.46,1,221
13.33,1,21.16,0,1.12,2,102
5.91,0,19,0,2.06,0,0
1.64,2,76.53,1,2.14,0,210
6.79,1,27,1,2.05,0,110
7.51,1,10.93,2,6.92,1,121
5.58,0,19.85,0,0.48,2,2
3.82,2,94.59,1,0.83,2,212
5.63,0,21.54,0,9.27,1,1
3.27,2,9.67,2,1.53,0,220
6.71,1,27,1,2.01,0,110
10.01,1,21.1,0,3.52,1,101
6.04,0,2.85,2,1.41,0,20
11.02,1,46.85,1,1.01,2,112
2.5,2,52.77,1,0.81,2,212
6,0,18.35,0,0.69,2,2
5.65,0,27.15,1,1.08,2,12
4.5,2,43.58,1,0.42,2,212
5.3,2,83.46,1,8.46,1,211
6.75,1,26,1,1.64,0,110
6.81,1,26.5,1,1.64,0,110
5.57,0,6.63,2,1.32,0,20
6.63,1,27,1,1.97,0,110
6.8,1,26.5,1,1.62,0,110
8.65,1,19.46,0,2.32,0,100
13.85,1,30.42,1,0.53,2,112
13.03,1,11.17,2,6.55,1,121
1.49,2,20.99,0,6.59,1,201
5.96,0,20.69,0,6.44,1,1
4.1,2,13.47,2,1.71,0,220
5.52,0,72.65,1,4.96,1,11
5.85,0,41.7,1,5.67,1,11
6.81,1,27,1,1.63,0,110
0.53,2,16.29,2,7.01,1,221
6.71,1,27,1,1.98,0,110
13.85,1,18.76,0,2.79,1,101
5.77,0,93.17,1,0.81,2,12
5.52,0,79.44,1,0.08,2,12
6.23,1,90.15,1,0.77,2,112
6.81,1,26.5,1,1.62,0,110
6.72,1,27,1,2.01,0,110
12.64,1,21.31,0,5.87,1,101
5.52,0,21,0,2.45,0,0
6.75,1,27,1,1.87,0,110
6.78,1,27,1,1.7,0,110
7.87,1,20.4,0,1.02,2,102
13.8,1,67.15,1,6.46,1,111
6.05,0,14.95,2,8.44,1,21
13.74,1,3.68,2,0.74,2,122
5.02,2,27.43,1,1.14,2,212
5.84,0,42.54,1,1.59,0,10
5.03,2,4,2,7.17,1,221
8.62,1,43.63,1,1.11,2,112
5.55,0,65.76,1,3.51,1,11
6.79,1,26.5,1,1.64,0,110
6.11,0,56.05,1,0.76,2,12
5.81,0,21.33,0,3.38,1,1
13.61,1,64.49,1,0.74,2,112
2.8,2,29.18,1,2.36,0,210
8.09,1,11.42,2,1.54,0,120
11.65,1,89.85,1,6.9,1,111
5.54,0,15.93,2,1.75,0,20
6.81,1,26.5,1,1.63,0,110
6.82,1,26.5,1,1.63,0,110
4.49,2,18.01,0,4.87,1,201
5.84,0,2.8,2,1.01,2,22
6,0,7.8,2,5.04,1,21
0.19,2,18.21,0,0.06,2,202
5.79,0,21.18,0,0.92,2,2
0.9,2,19.25,0,1.05,2,202
2.03,2,1.75,2,1.77,0,220
6.84,1,27,1,1.62,0,110
6.72,1,27,1,2.02,0,110
6.07,0,27.87,1,7.32,1,11
1.58,2,10.15,2,0.54,2,222
8.92,1,19.92,0,0.6,2,102
3.74,2,33.73,1,0.82,2,212
6.85,1,26.5,1,1.64,0,110
6.8,1,27,1,1.7,0,110
13.99,1,14.44,2,7.69,1,121
5.75,0,7.89,2,1.33,0,20
6.79,1,27,1,1.91,0,110
6.78,1,27,1,1.89,0,110
5.7,0,21.61,0,0.43,2,2
6.75,1,27,1,1.89,0,110
6.74,1,27,1,2.01,0,110
12.07,1,5.93,2,2.27,0,120
12.36,1,14.84,2,1.49,0,120
10.55,1,90.83,1,6.96,1,111
5.93,0,18.61,0,4.59,1,1
6.06,0,19.63,0,0.44,2,2
6.82,1,27,1,1.62,0,110
5.85,0,20,0,1.25,0,0
2.82,2,19.34,0,2.44,0,200
13.16,1,19.2,0,0.87,2,102
7.09,1,30.25,1,0.84,2,112
1.14,2,8.53,2,1.03,2,222
8.2,1,10.23,2,0.12,2,122
8,1,9.52,2,0.62,2,122
5.83,0,20,0,1.26,0,0
6.18,0,31.25,1,1.31,0,10
5.2,2,18.41,0,1.31,0,200
7.37,1,20.71,0,0.41,2,102
6.08,0,17.93,2,1.77,0,20
5.81,0,3.9,2,6.76,1,21
13.4,1,0.87,2,0.42,2,122
5.75,0,3.91,2,0.31,2,22
6.69,1,27,1,1.99,0,110
5.62,0,19,0,2.25,0,0
6.77,1,27,1,1.9,0,110
8.24,1,20.27,0,1.1,2,102
6.82,1,27,1,1.62,0,110
5.57,0,19.43,0,0.25,2,2
5.56,0,19.51,0,1.15,2,2
1.03,2,74.08,1,1.83,0,210
2.13,2,47.45,1,2.04,0,210
5.96,0,21,0,1.24,0,0
11.8,1,20.98,0,6.63,1,101
4.02,2,10.98,2,4.45,1,221
6.83,1,27,1,1.62,0,110
12.92,1,18.04,0,0.77,2,102
7.14,1,36.49,1,0.5,2,112
1.75,2,2.72,2,1.18,2,222
6.79,1,27,1,1.55,0,110
6.7,1,27.5,1,1.94,0,110
6.85,1,27,1,1.63,0,110
2.55,2,20.53,0,3.52,1,201
4.11,2,77.62,1,2.98,1,211
0.59,2,16.2,2,0.56,2,222
9.63,1,6.01,2,1.08,2,122
5.68,0,24.3,1,0.04,2,12
6.78,1,26.5,1,1.59,0,110
7.71,1,21.11,0,4.32,1,101
1.31,2,33.07,1,1.73,0,210
6.06,0,5.82,2,0.02,2,22
12.93,1,4.53,2,0.94,2,122
6.82,1,26.5,1,1.64,0,110
6.18,0,21.93,0,0.15,2,2
5.72,0,20.2,0,3,1,1
5.6,0,12.32,2,1.91,0,20
4.06,2,8.47,2,5.75,1,221
0.64,2,3.1,2,1.96,0,220
6.81,1,26.5,1,1.64,0,110
5.8,0,22,0,1.54,0,0
2.06,2,2.21,2,0.64,2,222
0.51,2,20.59,0,0.36,2,202
5.31,2,14.06,2,1.48,0,220
5.21,2,71.54,1,0.43,2,212
6.69,1,27,1,1.97,0,110
9.89,1,0.76,2,4.14,1,121
6.81,1,27,1,1.89,0,110
8.81,1,94.64,1,0.92,2,112
6.05,0,20.01,0,0.81,2,2
11.5,1,20.16,0,0.48,2,102
2.67,2,16.08,2,8.35,1,221
5.63,0,23.83,1,5.73,1,11
6.22,1,64.61,1,0.99,2,112
2.14,2,5.82,2,6.31,1,221
1.43,2,7.91,2,4.85,1,221
5.5,0,55.15,1,2.27,0,10
6.81,1,26.5,1,1.63,0,110
6.84,1,26.5,1,1.64,0,110
0.09,2,5.23,2,1.52,0,220
6.19,0,2.6,2,6.07,1,21
6.76,1,26.5,1,1.64,0,110
2.17,2,10.27,2,3.4,1,221
4.13,2,2.3,2,1.12,2,222
9.84,1,21.86,0,2.31,0,100
3.18,2,29.24,1,0.9,2,212
7.57,1,64.91,1,0.15,2,112
2.62,2,19.34,0,2,0,200
0.18,2,26.5,1,1.65,0,210
12.45,1,20.01,0,0.3,2,102
6.39,1,20.12,0,3.24,1,101
3.04,2,50.04,1,5.36,1,211
6.79,1,26.5,1,1.71,0,110
6.76,1,26.5,1,2.02,0,110
6.76,1,26,1,1.63,0,110
3.23,2,20.12,0,2.47,0,200
11.1,1,20.03,0,1.02,2,102
1.01,2,21.71,0,2.21,0,200
6.75,1,26.5,1,1.62,0,110
3.11,2,21.44,0,1.62,0,200
0.95,2,75.08,1,2.42,0,210
4.64,2,5.81,2,0.44,2,222
5.87,0,4.5,2,0.15,2,22
7.45,1,21.3,0,1.92,0,100
5.32,2,21.57,0,5.09,1,201
6.76,1,27,1,1.7,0,110
4.49,2,17.65,2,6.11,1,221
6.18,0,18,0,1.46,0,0
13.58,1,16.03,2,0.29,2,122
2.3,2,40.62,1,1.41,0,210
2.69,2,10.61,2,0.17,2,222
5.17,2,21.8,0,7.88,1,201
5.53,0,18.71,0,0.98,2,2
6.81,1,26.5,1,1.64,0,110
5.59,0,21.47,0,6.72,1,1
1.7,2,68.09,1,5.62,1,211
0.07,2,17.35,2,2.47,0,220
0.04,2,19.66,0,1.38,0,200
3.84,2,41.13,1,6.35,1,211
0.96,2,9.96,2,0.61,2,222
1.77,2,15.5,2,0.37,2,222
6.75,1,27,1,1.87,0,110
4.47,2,65.45,1,1.97,0,210
6.79,1,26.5,1,1.99,0,110
6.01,0,7.36,2,0.22,2,22
5.85,0,21.29,0,0.89,2,2
6.83,1,27,1,1.62,0,110
5.55,0,11.57,2,6.54,1,21
8.24,1,12.92,2,1.5,0,120
6.7,1,27,1,1.97,0,110
6.79,1,26.5,1,1.63,0,110
5.84,0,4.85,2,0.06,2,22
4.7,2,13.27,2,0.15,2,222
9.24,1,21.82,0,1.39,0,100
0.3,2,19.13,0,7.18,1,201
6.77,1,26.5,1,1.64,0,110
8.84,1,6.37,2,9.95,1,121
0.38,2,18.97,0,0.35,2,202
6.63,1,27,1,2,0,110
6.77,1,27,1,1.7,0,110
2.21,2,57,1,3.94,1,211
2.82,2,28.16,1,0.27,2,212
6.83,1,27,1,1.62,0,110
6.07,0,16.71,2,1.73,0,20
6.1,0,47.69,1,1.97,0,10
5.85,0,7.69,2,0.72,2,22
5.56,0,20.97,0,0.69,2,2
5.72,0,18,0,1.91,0,0
9.21,1,49.29,1,3.12,1,111
5.27,2,3.81,2,6.38,1,221
6.84,1,27,1,1.62,0,110
10.95,1,0.77,2,0.21,2,122
6.63,1,27,1,1.99,0,110
0.36,2,43.94,1,2.25,0,210
8.71,1,20.35,0,0.03,2,102
5.46,2,21.21,0,0.21,2,202
6.8,1,27,1,1.88,0,110
6.77,1,26.5,1,1.71,0,110
6.72,1,27,1,1.93,0,110
8.51,1,20.37,0,0.2,2,102
6.12,0,18.92,0,2.74,1,1
7.46,1,28.19,1,3.88,1,111
7.74,1,90.19,1,0.59,2,112
6.8,1,27,1,1.86,0,110
12.5,1,89.45,1,0.73,2,112
3.56,2,15.07,2,1.67,0,220
6,0,10.43,2,1.34,0,20
6.83,1,26.5,1,1.63,0,110
6.82,1,26.5,1,1.63,0,110
6.89,1,21.52,0,0.54,2,102
5.99,0,4.18,2,2.08,0,20
6.86,1,26.5,1,1.63,0,110
6.8,1,27,1,1.7,0,110
3.63,2,8.84,2,0.09,2,222
5.72,0,67.76,1,0.05,2,12
0.5,2,18.54,0,1.06,2,202
9.61,1,9.3,2,8.75,1,121
0.25,2,97.46,1,0.97,2,212
0.71,2,10.32,2,8.24,1,221
3.55,2,2,2,8.78,1,221
1.92,2,19.75,0,1.2,0,200
5.67,0,20.97,0,8.89,1,1
6.79,1,26.5,1,1.64,0,110
6.85,1,27,1,1.63,0,110
2.68,2,1.66,2,0.23,2,222
12.97,1,18.87,0,2.12,0,100
3.76,2,12.61,2,0.49,2,222
5.82,0,7.38,2,1.47,0,20
5.97,0,12.25,2,6.21,1,21
6.75,1,27,1,2,0,110
5.86,0,11.01,2,2.01,0,20
6.78,1,26.5,1,1.62,0,110
6.67,1,27,1,1.98,0,110
6.74,1,27,1,2.03,0,110
5.73,0,2.72,2,0.5,2,22
6.85,1,26.5,1,1.64,0,110
1.5,2,8.42,2,2.43,0,220
5.72,0,30.86,1,7.71,1,11
6.02,0,16.83,2,0.52,2,22
6.19,0,19,0,1.34,0,0
0.85,2,2.02,2,1.01,2,222
1.35,2,1.58,2,2.15,0,220
3.9,2,20.58,0,1.15,2,202
2.71,2,57.86,1,0.9,2,212
8.02,1,2.23,2,1.96,0,120
5.45,2,20.23,0,9.06,1,201
6.39,1,21.17,0,2.13,0,100
6.81,1,26.5,1,1.63,0,110
7.7,1,20.34,0,1.44,0,100
6.8,1,27,1,1.7,0,110
6.84,1,26.5,1,1.63,0,110
6.77,1,27,1,1.92,0,110
10.17,1,52.55,1,0.21,2,112
0.48,2,0.56,2,0.1,2,222
4.6,2,21.49,0,7.47,1,201
10.68,1,6.83,2,1.25,0,120
6.77,1,26,1,1.66,0,110
8.2,1,10.16,2,1.8,0,120
6,0,19.72,0,3.24,1,1
2.4,2,10.01,2,1.1,2,222
11.84,1,93.93,1,0.71,2,112
6.74,1,26,1,1.63,0,110
5.94,0,7.73,2,0.77,2,22
5.38,2,19.07,0,1.03,2,202
5.51,0,20.19,0,0.73,2,2
5.78,0,1.48,2,9.63,1,21
6.78,1,26.5,1,2.01,0,110
5.66,0,3.3,2,9.7,1,21
8.1,1,78.17,1,0.57,2,112
1.13,2,0.71,2,0.39,2,222
10.75,1,21.09,0,1.7,0,100
